,train,val,test
111,slide_305,,
112,slide_307,,
113,slide_308,,
114,slide_312,,
115,slide_313,,
116,slide_314,,
117,slide_315,,
118,slide_316,,
119,slide_317,,
120,slide_318,,
121,slide_319,,
122,slide_320,,
123,slide_323,,
124,slide_324,,
125,slide_327,,
126,slide_328,,
127,slide_35,,
128,slide_329,,
129,slide_330,,
130,slide_331,,
131,slide_333,,
132,slide_334,,
133,slide_336,,
134,slide_337,,
135,slide_340,,
136,slide_341,,
137,slide_347,,
138,slide_348,,
139,slide_349,,
140,slide_350,,
141,slide_352,,
142,slide_353,,
143,slide_354,,
144,slide_356,,
145,slide_358,,
146,slide_365,,
147,slide_366,,
148,slide_368,,
149,slide_369,,
150,slide_373,,
151,slide_374,,
152,slide_39,,
153,slide_377,,
154,slide_378,,
155,slide_379,,
156,slide_380,,
157,slide_384,,
158,slide_385,,
159,slide_40,,
160,slide_386,,
161,slide_387,,
162,slide_388,,
163,slide_390,,
164,slide_393,,
165,slide_394,,
166,slide_395,,
167,slide_396,,
168,slide_397,,
169,slide_398,,
170,slide_400,,
171,slide_401,,
172,slide_402,,
173,slide_404,,
174,slide_405,,
175,slide_42,,
176,slide_410,,
177,slide_411,,
178,slide_413,,
179,slide_416,,
180,slide_417,,
181,slide_420,,
182,slide_421,,
183,slide_423,,
184,slide_424,,
185,slide_427,,
186,slide_44,,
187,slide_45,,
188,slide_430,,
189,slide_431,,
190,slide_439,,
191,slide_6,,
192,slide_46,,
193,slide_442,,
194,slide_443,,
195,slide_445,,
196,slide_446,,
197,slide_448,,
198,slide_455,,
199,slide_456,,
200,slide_459,,
201,slide_461,,
202,slide_48,,
203,slide_462,,
204,slide_464,,
205,slide_465,,
206,slide_466,,
207,slide_467,,
208,slide_469,,
209,slide_472,,
210,slide_473,,
211,slide_49,,
212,slide_476,,
213,slide_478,,
214,slide_479,,
215,slide_50,,
216,slide_489,,
217,slide_490,,
218,slide_491,,
219,slide_492,,
220,slide_497,,
221,slide_498,,
222,slide_52,,
223,slide_54,,
224,slide_56,,
225,slide_58,,
226,slide_59,,
227,slide_60,,
228,slide_62,,
229,slide_64,,
230,slide_65,,
231,slide_66,,
232,slide_67,,
233,slide_68,,
234,slide_70,,
235,slide_71,,
236,slide_74,,
237,slide_75,,
238,slide_77,,
239,slide_78,,
240,slide_79,,
241,slide_81,,
242,slide_82,,
243,slide_84,,
244,slide_11,,
245,slide_87,,
246,slide_90,,
247,slide_92,,
248,slide_94,,
249,slide_95,,
250,slide_96,,
251,slide_12,,
252,slide_98,,
253,slide_99,,
254,slide_100,,
255,slide_105,,
256,slide_106,,
257,slide_107,,
258,slide_0,,
259,slide_1,,
260,slide_2,,
261,slide_111,,
262,slide_115,,
263,slide_125,,
264,slide_126,,
265,slide_15,,
266,slide_131,,
267,slide_138,,
268,slide_140,,
269,slide_147,,
270,slide_148,,
271,slide_149,,
272,slide_158,,
273,slide_159,,
274,slide_18,,
275,slide_19,,
276,slide_163,,
277,slide_164,,
278,slide_169,,
279,slide_170,,
280,slide_178,,
281,slide_182,,
282,slide_187,,
283,slide_188,,
284,slide_189,,
285,slide_191,,
286,slide_192,,
287,slide_22,,
288,slide_198,,
289,slide_201,,
290,slide_203,,
291,slide_23,,
292,slide_206,,
293,slide_215,,
294,slide_216,,
295,slide_24,,
296,slide_219,,
297,slide_220,,
298,slide_239,,
299,slide_245,,
300,slide_246,,
301,slide_255,,
302,slide_258,,
303,slide_262,,
304,slide_263,,
305,slide_264,,
306,slide_265,,
307,slide_266,,
308,slide_269,,
309,slide_30,,
310,slide_278,,
311,slide_279,,
312,slide_282,,
313,slide_283,,
314,slide_31,,
315,slide_290,,
316,slide_291,,
317,slide_295,,
318,slide_32,,
319,slide_299,,
320,slide_302,,
321,slide_303,,
322,slide_304,,
323,slide_306,,
324,slide_33,,
325,slide_309,,
326,slide_310,,
327,slide_321,,
328,slide_322,,
329,slide_325,,
330,slide_326,,
331,slide_338,,
332,slide_339,,
333,slide_36,,
334,slide_342,,
335,slide_343,,
336,slide_344,,
337,slide_345,,
338,slide_346,,
339,slide_37,,
340,slide_357,,
341,slide_38,,
342,slide_363,,
343,slide_364,,
344,slide_370,,
345,slide_375,,
346,slide_381,,
347,slide_389,,
348,slide_391,,
349,slide_392,,
350,slide_399,,
351,slide_418,,
352,slide_43,,
353,slide_428,,
354,slide_429,,
355,slide_432,,
356,slide_433,,
357,slide_434,,
358,slide_435,,
359,slide_436,,
360,slide_437,,
361,slide_438,,
362,slide_440,,
363,slide_441,,
364,slide_447,,
365,slide_451,,
366,slide_458,,
367,slide_460,,
368,slide_474,,
369,slide_477,,
370,slide_481,,
371,slide_482,,
372,slide_484,,
373,slide_485,,
374,slide_486,,
375,slide_487,,
376,slide_488,,
377,slide_493,,
378,slide_494,,
379,slide_495,,
380,slide_499,,
381,slide_7,,
382,slide_57,,
383,slide_61,,
384,slide_69,,
385,slide_72,,
386,slide_73,,
387,slide_9,,
388,slide_10,,
389,slide_80,,
390,slide_83,,
391,slide_85,,
392,slide_86,,
393,slide_93,,
394,slide_97,,
395,slide_101,,
396,slide_102,,
397,slide_103,,
398,slide_104,,
