,train,val,test
195,slide_442,,
196,slide_443,,
197,slide_446,,
198,slide_448,,
199,slide_47,,
200,slide_455,,
201,slide_461,,
202,slide_48,,
203,slide_462,,
204,slide_463,,
205,slide_464,,
206,slide_465,,
207,slide_466,,
208,slide_467,,
209,slide_468,,
210,slide_469,,
211,slide_472,,
212,slide_473,,
213,slide_49,,
214,slide_478,,
215,slide_479,,
216,slide_483,,
217,slide_50,,
218,slide_489,,
219,slide_490,,
220,slide_492,,
221,slide_496,,
222,slide_498,,
223,slide_51,,
224,slide_52,,
225,slide_53,,
226,slide_54,,
227,slide_58,,
228,slide_59,,
229,slide_60,,
230,slide_62,,
231,slide_64,,
232,slide_65,,
233,slide_66,,
234,slide_8,,
235,slide_67,,
236,slide_68,,
237,slide_70,,
238,slide_71,,
239,slide_74,,
240,slide_75,,
241,slide_77,,
242,slide_78,,
243,slide_84,,
244,slide_11,,
245,slide_87,,
246,slide_88,,
247,slide_89,,
248,slide_90,,
249,slide_91,,
250,slide_92,,
251,slide_95,,
252,slide_96,,
253,slide_98,,
254,slide_105,,
255,slide_106,,
256,slide_107,,
257,slide_108,,
258,slide_0,,
259,slide_1,,
260,slide_2,,
261,slide_111,,
262,slide_126,,
263,slide_129,,
264,slide_131,,
265,slide_138,,
266,slide_140,,
267,slide_147,,
268,slide_148,,
269,slide_149,,
270,slide_18,,
271,slide_19,,
272,slide_163,,
273,slide_164,,
274,slide_178,,
275,slide_182,,
276,slide_187,,
277,slide_188,,
278,slide_189,,
279,slide_193,,
280,slide_195,,
281,slide_196,,
282,slide_198,,
283,slide_201,,
284,slide_203,,
285,slide_23,,
286,slide_206,,
287,slide_24,,
288,slide_238,,
289,slide_239,,
290,slide_241,,
291,slide_245,,
292,slide_246,,
293,slide_249,,
294,slide_258,,
295,slide_262,,
296,slide_264,,
297,slide_265,,
298,slide_266,,
299,slide_269,,
300,slide_273,,
301,slide_278,,
302,slide_279,,
303,slide_281,,
304,slide_31,,
305,slide_295,,
306,slide_299,,
307,slide_302,,
308,slide_303,,
309,slide_304,,
310,slide_306,,
311,slide_33,,
312,slide_311,,
313,slide_34,,
314,slide_321,,
315,slide_322,,
316,slide_325,,
317,slide_326,,
318,slide_36,,
319,slide_342,,
320,slide_343,,
321,slide_344,,
322,slide_345,,
323,slide_346,,
324,slide_37,,
325,slide_355,,
326,slide_357,,
327,slide_361,,
328,slide_362,,
329,slide_38,,
330,slide_363,,
331,slide_364,,
332,slide_370,,
333,slide_389,,
334,slide_391,,
335,slide_392,,
336,slide_41,,
337,slide_399,,
338,slide_407,,
339,slide_408,,
340,slide_412,,
341,slide_418,,
342,slide_43,,
343,slide_422,,
344,slide_425,,
345,slide_428,,
346,slide_429,,
347,slide_432,,
348,slide_433,,
349,slide_434,,
350,slide_435,,
351,slide_437,,
352,slide_438,,
353,slide_440,,
354,slide_441,,
355,slide_444,,
356,slide_447,,
357,slide_449,,
358,slide_450,,
359,slide_451,,
360,slide_454,,
361,slide_457,,
362,slide_458,,
363,slide_460,,
364,slide_470,,
365,slide_471,,
366,slide_474,,
367,slide_477,,
368,slide_481,,
369,slide_482,,
370,slide_484,,
371,slide_485,,
372,slide_486,,
373,slide_493,,
374,slide_494,,
375,slide_495,,
376,slide_55,,
377,slide_7,,
378,slide_57,,
379,slide_61,,
380,slide_63,,
381,slide_69,,
382,slide_72,,
383,slide_73,,
384,slide_76,,
385,slide_80,,
386,slide_83,,
387,slide_85,,
388,slide_86,,
389,slide_97,,
390,slide_101,,
391,slide_102,,
392,slide_103,,
393,slide_104,,
