,train,val,test
slide_140,True,False,False
slide_147,True,False,False
slide_148,True,False,False
slide_149,True,False,False
slide_158,True,False,False
slide_159,True,False,False
slide_18,True,False,False
slide_19,True,False,False
slide_163,True,False,False
slide_164,True,False,False
slide_169,True,False,False
slide_170,True,False,False
slide_181,True,False,False
slide_182,True,False,False
slide_187,True,False,False
slide_188,True,False,False
slide_189,True,False,False
slide_190,True,False,False
slide_191,True,False,False
slide_192,True,False,False
slide_193,True,False,False
slide_22,True,False,False
slide_195,True,False,False
slide_196,True,False,False
slide_198,True,False,False
slide_201,True,False,False
slide_203,True,False,False
slide_23,True,False,False
slide_215,True,False,False
slide_216,True,False,False
slide_24,True,False,False
slide_219,True,False,False
slide_220,True,False,False
slide_239,True,False,False
slide_241,True,False,False
slide_245,True,False,False
slide_246,True,False,False
slide_249,True,False,False
slide_255,True,False,False
slide_258,True,False,False
slide_262,True,False,False
slide_263,True,False,False
slide_266,True,False,False
slide_269,True,False,False
slide_273,True,False,False
slide_30,True,False,False
slide_278,True,False,False
slide_279,True,False,False
slide_281,True,False,False
slide_282,True,False,False
slide_283,True,False,False
slide_31,True,False,False
slide_290,True,False,False
slide_303,True,False,False
slide_304,True,False,False
slide_33,True,False,False
slide_309,True,False,False
slide_310,True,False,False
slide_311,True,False,False
slide_34,True,False,False
slide_321,True,False,False
slide_322,True,False,False
slide_325,True,False,False
slide_326,True,False,False
slide_338,True,False,False
slide_339,True,False,False
slide_36,True,False,False
slide_342,True,False,False
slide_343,True,False,False
slide_344,True,False,False
slide_345,True,False,False
slide_346,True,False,False
slide_351,True,False,False
slide_37,True,False,False
slide_355,True,False,False
slide_357,True,False,False
slide_361,True,False,False
slide_362,True,False,False
slide_363,True,False,False
slide_364,True,False,False
slide_370,True,False,False
slide_375,True,False,False
slide_381,True,False,False
slide_389,True,False,False
slide_41,True,False,False
slide_399,True,False,False
slide_407,True,False,False
slide_408,True,False,False
slide_418,True,False,False
slide_43,True,False,False
slide_422,True,False,False
slide_425,True,False,False
slide_429,True,False,False
slide_436,True,False,False
slide_437,True,False,False
slide_440,True,False,False
slide_441,True,False,False
slide_444,True,False,False
slide_447,True,False,False
slide_449,True,False,False
slide_450,True,False,False
slide_451,True,False,False
slide_453,True,False,False
slide_454,True,False,False
slide_474,True,False,False
slide_475,True,False,False
slide_477,True,False,False
slide_481,True,False,False
slide_482,True,False,False
slide_484,True,False,False
slide_485,True,False,False
slide_486,True,False,False
slide_487,True,False,False
slide_488,True,False,False
slide_493,True,False,False
slide_494,True,False,False
slide_495,True,False,False
slide_499,True,False,False
slide_55,True,False,False
slide_7,True,False,False
slide_57,True,False,False
slide_61,True,False,False
slide_63,True,False,False
slide_69,True,False,False
slide_72,True,False,False
slide_73,True,False,False
slide_9,True,False,False
slide_10,True,False,False
slide_83,True,False,False
slide_93,True,False,False
slide_97,True,False,False
slide_101,True,False,False
slide_102,True,False,False
slide_103,True,False,False
slide_256,False,True,False
slide_439,False,True,False
slide_252,False,True,False
slide_168,False,True,False
slide_50,False,True,False
slide_446,False,True,False
slide_406,False,True,False
slide_423,False,True,False
slide_116,False,True,False
slide_98,False,True,False
slide_314,False,True,False
slide_70,False,True,False
slide_3,False,True,False
slide_4,False,True,False
slide_456,False,True,False
slide_233,False,True,False
slide_214,False,True,False
slide_225,False,True,False
slide_427,False,True,False
slide_154,False,True,False
slide_14,False,True,False
slide_297,False,True,False
slide_132,False,True,False
slide_114,False,True,False
slide_136,False,True,False
slide_396,False,True,False
slide_272,False,True,False
slide_267,False,True,False
slide_20,False,True,False
slide_368,False,True,False
slide_58,False,True,False
slide_32,False,True,False
slide_265,False,True,False
slide_38,False,True,False
slide_470,False,True,False
slide_471,False,True,False
slide_131,False,True,False
slide_111,False,True,False
slide_299,False,True,False
slide_86,False,True,False
slide_438,False,True,False
slide_80,False,True,False
slide_457,False,True,False
slide_458,False,True,False
slide_138,False,True,False
slide_295,False,True,False
slide_302,False,True,False
slide_367,False,False,True
slide_430,False,False,True
slide_71,False,False,True
slide_237,False,False,True
slide_49,False,False,True
slide_231,False,False,True
slide_476,False,False,True
slide_414,False,False,True
slide_415,False,False,True
slide_12,False,False,True
slide_328,False,False,True
slide_8,False,False,True
slide_218,False,False,True
slide_92,False,False,True
slide_365,False,False,True
slide_184,False,False,True
slide_108,False,False,True
slide_180,False,False,True
slide_210,False,False,True
slide_211,False,False,True
slide_390,False,False,True
slide_183,False,False,True
slide_87,False,False,True
slide_384,False,False,True
slide_405,False,False,True
slide_277,False,False,True
slide_141,False,False,True
slide_366,False,False,True
slide_142,False,False,True
slide_359,False,False,True
slide_244,False,False,True
slide_385,False,False,True
slide_306,False,False,True
slide_434,False,False,True
slide_435,False,False,True
slide_85,False,False,True
slide_238,False,False,True
slide_178,False,False,True
slide_264,False,False,True
slide_206,False,False,True
slide_428,False,False,True
slide_104,False,False,True
slide_76,False,False,True
slide_291,False,False,True
slide_391,False,False,True
slide_392,False,False,True
slide_460,False,False,True
slide_432,False,False,True
slide_433,False,False,True
slide_412,False,False,True
