,train,val,test
247,slide_84,,
248,slide_11,,
249,slide_87,,
250,slide_88,,
251,slide_89,,
252,slide_91,,
253,slide_92,,
254,slide_94,,
255,slide_95,,
256,slide_12,,
257,slide_99,,
258,slide_100,,
259,slide_105,,
260,slide_106,,
261,slide_107,,
262,slide_108,,
263,slide_0,,
264,slide_1,,
265,slide_2,,
266,slide_111,,
267,slide_126,,
268,slide_15,,
269,slide_129,,
270,slide_131,,
271,slide_138,,
272,slide_147,,
273,slide_148,,
274,slide_149,,
275,slide_158,,
276,slide_159,,
277,slide_18,,
278,slide_19,,
279,slide_163,,
280,slide_164,,
281,slide_178,,
282,slide_181,,
283,slide_182,,
284,slide_187,,
285,slide_189,,
286,slide_190,,
287,slide_191,,
288,slide_192,,
289,slide_22,,
290,slide_198,,
291,slide_203,,
292,slide_23,,
293,slide_206,,
294,slide_215,,
295,slide_216,,
296,slide_24,,
297,slide_219,,
298,slide_220,,
299,slide_241,,
300,slide_245,,
301,slide_246,,
302,slide_249,,
303,slide_255,,
304,slide_258,,
305,slide_262,,
306,slide_263,,
307,slide_264,,
308,slide_265,,
309,slide_266,,
310,slide_273,,
311,slide_30,,
312,slide_278,,
313,slide_279,,
314,slide_281,,
315,slide_282,,
316,slide_283,,
317,slide_31,,
318,slide_290,,
319,slide_291,,
320,slide_295,,
321,slide_32,,
322,slide_299,,
323,slide_302,,
324,slide_304,,
325,slide_306,,
326,slide_33,,
327,slide_309,,
328,slide_310,,
329,slide_311,,
330,slide_34,,
331,slide_321,,
332,slide_322,,
333,slide_325,,
334,slide_326,,
335,slide_36,,
336,slide_342,,
337,slide_343,,
338,slide_345,,
339,slide_37,,
340,slide_355,,
341,slide_357,,
342,slide_361,,
343,slide_362,,
344,slide_363,,
345,slide_364,,
346,slide_370,,
347,slide_381,,
348,slide_389,,
349,slide_41,,
350,slide_407,,
351,slide_408,,
352,slide_412,,
353,slide_418,,
354,slide_43,,
355,slide_422,,
356,slide_425,,
357,slide_428,,
358,slide_429,,
359,slide_432,,
360,slide_433,,
361,slide_434,,
362,slide_435,,
363,slide_436,,
364,slide_437,,
365,slide_438,,
366,slide_440,,
367,slide_441,,
368,slide_444,,
369,slide_449,,
370,slide_450,,
371,slide_453,,
372,slide_458,,
373,slide_460,,
374,slide_470,,
375,slide_471,,
376,slide_474,,
377,slide_475,,
378,slide_477,,
379,slide_484,,
380,slide_485,,
381,slide_486,,
382,slide_487,,
383,slide_488,,
384,slide_493,,
385,slide_494,,
386,slide_495,,
387,slide_499,,
388,slide_7,,
389,slide_57,,
390,slide_61,,
391,slide_69,,
392,slide_72,,
393,slide_73,,
394,slide_76,,
395,slide_80,,
396,slide_83,,
397,slide_85,,
398,slide_93,,
399,slide_97,,
400,slide_101,,
401,slide_102,,
402,slide_104,,
