,train,val,test
slide_215,True,False,False
slide_216,True,False,False
slide_24,True,False,False
slide_219,True,False,False
slide_220,True,False,False
slide_238,True,False,False
slide_239,True,False,False
slide_241,True,False,False
slide_245,True,False,False
slide_246,True,False,False
slide_249,True,False,False
slide_262,True,False,False
slide_263,True,False,False
slide_264,True,False,False
slide_265,True,False,False
slide_269,True,False,False
slide_273,True,False,False
slide_30,True,False,False
slide_281,True,False,False
slide_282,True,False,False
slide_283,True,False,False
slide_290,True,False,False
slide_295,True,False,False
slide_32,True,False,False
slide_302,True,False,False
slide_303,True,False,False
slide_304,True,False,False
slide_306,True,False,False
slide_33,True,False,False
slide_309,True,False,False
slide_310,True,False,False
slide_311,True,False,False
slide_34,True,False,False
slide_322,True,False,False
slide_325,True,False,False
slide_326,True,False,False
slide_36,True,False,False
slide_342,True,False,False
slide_344,True,False,False
slide_345,True,False,False
slide_346,True,False,False
slide_351,True,False,False
slide_37,True,False,False
slide_357,True,False,False
slide_38,True,False,False
slide_363,True,False,False
slide_364,True,False,False
slide_370,True,False,False
slide_381,True,False,False
slide_389,True,False,False
slide_391,True,False,False
slide_392,True,False,False
slide_41,True,False,False
slide_399,True,False,False
slide_412,True,False,False
slide_418,True,False,False
slide_43,True,False,False
slide_422,True,False,False
slide_425,True,False,False
slide_428,True,False,False
slide_432,True,False,False
slide_433,True,False,False
slide_434,True,False,False
slide_435,True,False,False
slide_436,True,False,False
slide_438,True,False,False
slide_440,True,False,False
slide_447,True,False,False
slide_449,True,False,False
slide_450,True,False,False
slide_451,True,False,False
slide_454,True,False,False
slide_457,True,False,False
slide_458,True,False,False
slide_460,True,False,False
slide_470,True,False,False
slide_471,True,False,False
slide_474,True,False,False
slide_475,True,False,False
slide_477,True,False,False
slide_481,True,False,False
slide_482,True,False,False
slide_484,True,False,False
slide_485,True,False,False
slide_486,True,False,False
slide_487,True,False,False
slide_488,True,False,False
slide_493,True,False,False
slide_494,True,False,False
slide_495,True,False,False
slide_55,True,False,False
slide_7,True,False,False
slide_57,True,False,False
slide_61,True,False,False
slide_63,True,False,False
slide_72,True,False,False
slide_73,True,False,False
slide_76,True,False,False
slide_9,True,False,False
slide_10,True,False,False
slide_80,True,False,False
slide_83,True,False,False
slide_85,True,False,False
slide_93,True,False,False
slide_97,True,False,False
slide_101,True,False,False
slide_102,True,False,False
slide_103,True,False,False
slide_104,True,False,False
slide_360,False,True,False
slide_121,False,True,False
slide_48,False,True,False
slide_352,False,True,False
slide_378,False,True,False
slide_379,False,True,False
slide_459,False,True,False
slide_166,False,True,False
slide_172,False,True,False
slide_17,False,True,False
slide_155,False,True,False
slide_35,False,True,False
slide_66,False,True,False
slide_242,False,True,False
slide_243,False,True,False
slide_179,False,True,False
slide_156,False,True,False
slide_157,False,True,False
slide_96,False,True,False
slide_336,False,True,False
slide_91,False,True,False
slide_445,False,True,False
slide_478,False,True,False
slide_109,False,True,False
slide_124,False,True,False
slide_298,False,True,False
slide_165,False,True,False
slide_250,False,True,False
slide_64,False,True,False
slide_65,False,True,False
slide_305,False,True,False
slide_223,False,True,False
slide_42,False,True,False
slide_296,False,True,False
slide_131,False,True,False
slide_203,False,True,False
slide_355,False,True,False
slide_147,False,True,False
slide_258,False,True,False
slide_291,False,True,False
slide_31,False,True,False
slide_266,False,True,False
slide_158,False,True,False
slide_159,False,True,False
slide_129,False,True,False
slide_444,False,True,False
slide_299,False,True,False
slide_361,False,True,False
slide_362,False,True,False
slide_86,False,True,False
slide_193,False,True,False
slide_406,False,False,True
slide_320,False,False,True
slide_376,False,False,True
slide_233,False,False,True
slide_194,False,False,True
slide_87,False,False,True
slide_67,False,False,True
slide_40,False,False,True
slide_359,False,False,True
slide_324,False,False,True
slide_423,False,False,True
slide_456,False,False,True
slide_476,False,False,True
slide_177,False,False,True
slide_496,False,False,True
slide_14,False,False,True
slide_332,False,False,True
slide_16,False,False,True
slide_237,False,False,True
slide_388,False,False,True
slide_491,False,False,True
slide_284,False,False,True
slide_142,False,False,True
slide_127,False,False,True
slide_77,False,False,True
slide_312,False,False,True
slide_431,False,False,True
slide_222,False,False,True
slide_106,False,False,True
slide_414,False,False,True
slide_415,False,False,True
slide_15,False,False,True
slide_375,False,False,True
slide_343,False,False,True
slide_407,False,False,True
slide_408,False,False,True
slide_338,False,False,True
slide_339,False,False,True
slide_429,False,False,True
slide_198,False,False,True
slide_437,False,False,True
slide_255,False,False,True
slide_441,False,False,True
slide_321,False,False,True
slide_69,False,False,True
slide_278,False,False,True
slide_279,False,False,True
slide_499,False,False,True
slide_453,False,False,True
