x,y
5888,53248
5888,53504
5888,53760
5888,54016
5888,54272
5888,54528
5888,54784
5888,55040
5888,55296
5888,55552
5888,55808
5888,56064
5888,56320
5888,59392
5888,59648
5888,59904
5888,60160
5888,60416
5888,60672
5888,60928
5888,61184
5888,61440
6144,50176
6144,50432
6144,50688
6144,50944
6144,51200
6144,51456
6144,51712
6144,51968
6144,52224
6144,52480
6144,52736
6144,52992
6144,53248
6144,53504
6144,53760
6144,54016
6144,54272
6144,54528
6144,54784
6144,55040
6144,55296
6144,55552
6144,55808
6144,56064
6144,56320
6144,59392
6144,59648
6144,59904
6144,60160
6144,60416
6144,60672
6144,60928
6144,61184
6144,61440
6144,61696
6400,49920
6400,50176
6400,50432
6400,50688
6400,50944
6400,51200
6400,51456
6400,51712
6400,51968
6400,52224
6400,52480
6400,52736
6400,52992
6400,53248
6400,53504
6400,53760
6400,54016
6400,54272
6400,54528
6400,54784
6400,55040
6400,55296
6400,55552
6400,55808
6400,56064
6400,56320
6400,59392
6400,59648
6400,59904
6400,60160
6400,60416
6400,60672
6400,60928
6400,61184
6400,61440
6400,61696
6400,61952
6656,49664
6656,49920
6656,50176
6656,50432
6656,50688
6656,50944
6656,51200
6656,51456
6656,51712
6656,51968
6656,52224
6656,52480
6656,52736
6656,52992
6656,53248
6656,53504
6656,53760
6656,54016
6656,54272
6656,54528
6656,54784
6656,55040
6656,55296
6656,55552
6656,55808
6656,56064
6656,59648
6656,59904
6656,60160
6656,60416
6656,60672
6656,60928
6656,61184
6656,61440
6656,61696
6656,61952
6656,62208
6912,49408
6912,49664
6912,49920
6912,50176
6912,50432
6912,50688
6912,50944
6912,51200
6912,51456
6912,51712
6912,51968
6912,52224
6912,52480
6912,52736
6912,52992
6912,53248
6912,53504
6912,53760
6912,54016
6912,54272
6912,54528
6912,54784
6912,55040
6912,55296
6912,55552
6912,55808
6912,56064
6912,56320
6912,56576
6912,59904
6912,60160
6912,60416
6912,60672
6912,60928
6912,61184
6912,61440
6912,61696
6912,61952
6912,62208
6912,62464
7168,49152
7168,49408
7168,49664
7168,49920
7168,50176
7168,50432
7168,50688
7168,50944
7168,51200
7168,51456
7168,51712
7168,51968
7168,52224
7168,52480
7168,52736
7168,52992
7168,53248
7168,53504
7168,53760
7168,54016
7168,54272
7168,54528
7168,54784
7168,55040
7168,55296
7168,55552
7168,55808
7168,56064
7168,56576
7168,59904
7168,60160
7168,60416
7168,60672
7168,60928
7168,61184
7168,61440
7168,61696
7168,61952
7168,62208
7168,62464
7168,62720
7424,48896
7424,49152
7424,49408
7424,49664
7424,49920
7424,50176
7424,50432
7424,50688
7424,50944
7424,51200
7424,51456
7424,51712
7424,51968
7424,52224
7424,52480
7424,52736
7424,52992
7424,53248
7424,53504
7424,53760
7424,54016
7424,54272
7424,54528
7424,54784
7424,55040
7424,55296
7424,55552
7424,55808
7424,56064
7424,56320
7424,56576
7424,59904
7424,60160
7424,60416
7424,60672
7424,60928
7424,61184
7424,61440
7424,61696
7424,61952
7424,62208
7424,62464
7424,62720
7424,62976
7680,48384
7680,48640
7680,48896
7680,49152
7680,49408
7680,49664
7680,49920
7680,50176
7680,50432
7680,50688
7680,50944
7680,51200
7680,51456
7680,51712
7680,51968
7680,52224
7680,52480
7680,52736
7680,52992
7680,53248
7680,53504
7680,53760
7680,54016
7680,54272
7680,54528
7680,54784
7680,55040
7680,55296
7680,55552
7680,55808
7680,56064
7680,56320
7680,56576
7680,56832
7680,59904
7680,60160
7680,60416
7680,60672
7680,60928
7680,61184
7680,61440
7680,61696
7680,61952
7680,62208
7680,62464
7680,62720
7680,62976
7936,48128
7936,48384
7936,48640
7936,48896
7936,49152
7936,49408
7936,49664
7936,49920
7936,50176
7936,50432
7936,50688
7936,50944
7936,51200
7936,51456
7936,51712
7936,51968
7936,52224
7936,52480
7936,52736
7936,52992
7936,53248
7936,53504
7936,53760
7936,54016
7936,54272
7936,54528
7936,54784
7936,55040
7936,55296
7936,55552
7936,55808
7936,56064
7936,56320
7936,56576
7936,56832
7936,57088
7936,59904
7936,60160
7936,60416
7936,60672
7936,60928
7936,61184
7936,61440
7936,61696
7936,61952
7936,62208
7936,62464
7936,62720
7936,62976
7936,63232
8192,47872
8192,48128
8192,48384
8192,48640
8192,48896
8192,49152
8192,49408
8192,49664
8192,49920
8192,50176
8192,50432
8192,50688
8192,50944
8192,51200
8192,51456
8192,51712
8192,51968
8192,52224
8192,52480
8192,52736
8192,52992
8192,53248
8192,53504
8192,53760
8192,54016
8192,54272
8192,54528
8192,54784
8192,55040
8192,55296
8192,55552
8192,55808
8192,56064
8192,56320
8192,56576
8192,56832
8192,57088
8192,57344
8192,60160
8192,60416
8192,60672
8192,60928
8192,61184
8192,61440
8192,61696
8192,61952
8192,62208
8192,62464
8192,62720
8192,62976
8192,63232
8448,47616
8448,47872
8448,48128
8448,48384
8448,48640
8448,48896
8448,49152
8448,49408
8448,49664
8448,49920
8448,50176
8448,50432
8448,50688
8448,50944
8448,51200
8448,51456
8448,51712
8448,51968
8448,52224
8448,52480
8448,52736
8448,52992
8448,53248
8448,53504
8448,53760
8448,54016
8448,54272
8448,54528
8448,54784
8448,55040
8448,55296
8448,55552
8448,55808
8448,56064
8448,56320
8448,56576
8448,56832
8448,57088
8448,57344
8448,57600
8448,60160
8448,60416
8448,60672
8448,60928
8448,61184
8448,61440
8448,61696
8448,61952
8448,62208
8448,62464
8448,62720
8448,62976
8448,63232
8704,47360
8704,47616
8704,47872
8704,48128
8704,48384
8704,48640
8704,48896
8704,49152
8704,49408
8704,49664
8704,49920
8704,50176
8704,50432
8704,50688
8704,50944
8704,51200
8704,51456
8704,51712
8704,51968
8704,52224
8704,52480
8704,52736
8704,52992
8704,53248
8704,53504
8704,53760
8704,54016
8704,54272
8704,54528
8704,54784
8704,55040
8704,55296
8704,55552
8704,55808
8704,56064
8704,56320
8704,56576
8704,56832
8704,57088
8704,57344
8704,57600
8704,60416
8704,60672
8704,60928
8704,61184
8704,61440
8704,61696
8704,61952
8704,62208
8704,62464
8960,47104
8960,47360
8960,47616
8960,47872
8960,48128
8960,48384
8960,48640
8960,48896
8960,49152
8960,49408
8960,49664
8960,49920
8960,50176
8960,50432
8960,50688
8960,50944
8960,51200
8960,51456
8960,51712
8960,51968
8960,52224
8960,52480
8960,52736
8960,52992
8960,53248
8960,53504
8960,53760
8960,54016
8960,54272
8960,54528
8960,54784
8960,55040
8960,55296
8960,55552
8960,55808
8960,56064
8960,56320
8960,56576
8960,56832
8960,57088
8960,57344
8960,57600
8960,60416
8960,60672
8960,60928
8960,61184
8960,61440
8960,61696
8960,61952
8960,62208
9216,46592
9216,46848
9216,47104
9216,47360
9216,47616
9216,47872
9216,48128
9216,48384
9216,48640
9216,48896
9216,49152
9216,49408
9216,49664
9216,49920
9216,50176
9216,50432
9216,50688
9216,50944
9216,51200
9216,51456
9216,51712
9216,51968
9216,52224
9216,52480
9216,52736
9216,52992
9216,53248
9216,53504
9216,53760
9216,54016
9216,54272
9216,54528
9216,54784
9216,55040
9216,55296
9216,55552
9216,55808
9216,56064
9216,56320
9216,56576
9216,56832
9216,57088
9216,57344
9216,57600
9216,57856
9216,60672
9216,61184
9216,61440
9216,61696
9216,61952
9472,46592
9472,46848
9472,47104
9472,47360
9472,47616
9472,47872
9472,48128
9472,48384
9472,48640
9472,48896
9472,49152
9472,49408
9472,49664
9472,49920
9472,50176
9472,50432
9472,50688
9472,50944
9472,51200
9472,51456
9472,51712
9472,51968
9472,52224
9472,52480
9472,52736
9472,52992
9472,53248
9472,53504
9472,53760
9472,54016
9472,54272
9472,54528
9472,54784
9472,55040
9472,55296
9472,55552
9472,55808
9472,56064
9472,56320
9472,56576
9472,56832
9472,57088
9472,57344
9472,57600
9472,57856
9728,45824
9728,46080
9728,46336
9728,46592
9728,46848
9728,47104
9728,47360
9728,47616
9728,47872
9728,48128
9728,48384
9728,48640
9728,48896
9728,49152
9728,49408
9728,49664
9728,49920
9728,50176
9728,50432
9728,50688
9728,50944
9728,51200
9728,51456
9728,51712
9728,51968
9728,52224
9728,52480
9728,52736
9728,52992
9728,53248
9728,53504
9728,53760
9728,54016
9728,54272
9728,54528
9728,54784
9728,55040
9728,55296
9728,55552
9728,55808
9728,56064
9728,56320
9728,56576
9728,56832
9728,57088
9728,57344
9728,57600
9728,57856
9984,45568
9984,45824
9984,46080
9984,46336
9984,46592
9984,46848
9984,47104
9984,47360
9984,47616
9984,47872
9984,48128
9984,48384
9984,48640
9984,48896
9984,49152
9984,49408
9984,49664
9984,49920
9984,50176
9984,50432
9984,50688
9984,50944
9984,51200
9984,51456
9984,51712
9984,51968
9984,52224
9984,52480
9984,52736
9984,52992
9984,53248
9984,53504
9984,53760
9984,54016
9984,54272
9984,54528
9984,54784
9984,55040
9984,55296
9984,55552
9984,55808
9984,56064
9984,56320
9984,56576
9984,56832
9984,57088
9984,57344
9984,57600
9984,57856
10240,27648
10240,27904
10240,28160
10240,28416
10240,28672
10240,28928
10240,29184
10240,29440
10240,29696
10240,29952
10240,30208
10240,30464
10240,30720
10240,45312
10240,45568
10240,45824
10240,46080
10240,46336
10240,46592
10240,46848
10240,47104
10240,47360
10240,47616
10240,47872
10240,48128
10240,48384
10240,48640
10240,48896
10240,49152
10240,49408
10240,49664
10240,49920
10240,50176
10240,50432
10240,50688
10240,50944
10240,51200
10240,51456
10240,51712
10240,51968
10240,52224
10240,52480
10240,52736
10240,52992
10240,53248
10240,53504
10240,53760
10240,54016
10240,54272
10240,54528
10240,54784
10240,55040
10240,55296
10240,55552
10240,55808
10240,56064
10240,56320
10240,56576
10240,56832
10240,57088
10240,57344
10240,57600
10240,57856
10240,58112
10496,25344
10496,25600
10496,25856
10496,26624
10496,26880
10496,27136
10496,27392
10496,27648
10496,27904
10496,28160
10496,28416
10496,28672
10496,28928
10496,29184
10496,29440
10496,29696
10496,29952
10496,30208
10496,30464
10496,30720
10496,30976
10496,45312
10496,45568
10496,45824
10496,46080
10496,46336
10496,46592
10496,46848
10496,47104
10496,47360
10496,47616
10496,47872
10496,48128
10496,48384
10496,48640
10496,48896
10496,49152
10496,49408
10496,49664
10496,49920
10496,50176
10496,50432
10496,50688
10496,50944
10496,51200
10496,51456
10496,51712
10496,51968
10496,52224
10496,52480
10496,52736
10496,52992
10496,53248
10496,53504
10496,53760
10496,54016
10496,54272
10496,54528
10496,54784
10496,55040
10496,55296
10496,55552
10496,55808
10496,56064
10496,56320
10496,56576
10496,56832
10496,57088
10496,57344
10496,57600
10496,57856
10496,58112
10752,23296
10752,23552
10752,23808
10752,24064
10752,24320
10752,24576
10752,24832
10752,25088
10752,25344
10752,25600
10752,25856
10752,26112
10752,26368
10752,26624
10752,26880
10752,27136
10752,27392
10752,27648
10752,27904
10752,28160
10752,28416
10752,28672
10752,28928
10752,29184
10752,29440
10752,29696
10752,29952
10752,30208
10752,30464
10752,30720
10752,30976
10752,31232
10752,45056
10752,45312
10752,45568
10752,45824
10752,46080
10752,46336
10752,46592
10752,46848
10752,47104
10752,47360
10752,47616
10752,47872
10752,48128
10752,48384
10752,48640
10752,48896
10752,49152
10752,49408
10752,49664
10752,49920
10752,50176
10752,50432
10752,50688
10752,50944
10752,51200
10752,51456
10752,51712
10752,51968
10752,52224
10752,52480
10752,52736
10752,52992
10752,53248
10752,53504
10752,53760
10752,54016
10752,54272
10752,54528
10752,54784
10752,55040
10752,55296
10752,55552
10752,55808
10752,56064
10752,56320
10752,56576
10752,56832
10752,57088
10752,57344
10752,57600
10752,57856
10752,58112
10752,58368
11008,22784
11008,23040
11008,23296
11008,23552
11008,23808
11008,24064
11008,24320
11008,24576
11008,24832
11008,25088
11008,25344
11008,25600
11008,25856
11008,26112
11008,26368
11008,26624
11008,26880
11008,27136
11008,27392
11008,27648
11008,27904
11008,28160
11008,28416
11008,28672
11008,28928
11008,29184
11008,29440
11008,29696
11008,29952
11008,30208
11008,30464
11008,30720
11008,30976
11008,31232
11008,31488
11008,45056
11008,45312
11008,45568
11008,45824
11008,46080
11008,46336
11008,46592
11008,46848
11008,47104
11008,47360
11008,47616
11008,47872
11008,48128
11008,48384
11008,48640
11008,48896
11008,49152
11008,49408
11008,49664
11008,49920
11008,50176
11008,50432
11008,50688
11008,50944
11008,51200
11008,51456
11008,51712
11008,51968
11008,52224
11008,52480
11008,52736
11008,52992
11008,53248
11008,53504
11008,53760
11008,54016
11008,54272
11008,54528
11008,54784
11008,55040
11008,55296
11008,55552
11008,55808
11008,56064
11008,56320
11008,56576
11008,56832
11008,57088
11008,57344
11008,57600
11008,57856
11008,58112
11008,58368
11264,22272
11264,22528
11264,22784
11264,23040
11264,23296
11264,23552
11264,23808
11264,24064
11264,24320
11264,24576
11264,24832
11264,25088
11264,25344
11264,25600
11264,25856
11264,26112
11264,26368
11264,26624
11264,26880
11264,27136
11264,27392
11264,27648
11264,27904
11264,28160
11264,28416
11264,28672
11264,28928
11264,29184
11264,29440
11264,29696
11264,29952
11264,30208
11264,30464
11264,30720
11264,30976
11264,31232
11264,31488
11264,31744
11264,45056
11264,45312
11264,45568
11264,45824
11264,46080
11264,46336
11264,46592
11264,46848
11264,47104
11264,47360
11264,47616
11264,47872
11264,48128
11264,48384
11264,48640
11264,48896
11264,49152
11264,49408
11264,49664
11264,49920
11264,50176
11264,50432
11264,50688
11264,50944
11264,51200
11264,51456
11264,51712
11264,51968
11264,52224
11264,52480
11264,52736
11264,52992
11264,53248
11264,53504
11264,53760
11264,54016
11264,54272
11264,54528
11264,54784
11264,55040
11264,55296
11264,55552
11264,55808
11264,56064
11264,56320
11264,56576
11264,56832
11264,57088
11264,57344
11264,57600
11264,57856
11264,58112
11264,58368
11520,22016
11520,22272
11520,22528
11520,22784
11520,23040
11520,23296
11520,23552
11520,23808
11520,24064
11520,24320
11520,24576
11520,24832
11520,25088
11520,25344
11520,25600
11520,25856
11520,26112
11520,26368
11520,26624
11520,26880
11520,27136
11520,27392
11520,27648
11520,27904
11520,28160
11520,28416
11520,28672
11520,28928
11520,29184
11520,29440
11520,29696
11520,29952
11520,30208
11520,30464
11520,30720
11520,30976
11520,31232
11520,31488
11520,31744
11520,44800
11520,45056
11520,45312
11520,45568
11520,45824
11520,46080
11520,46336
11520,46592
11520,46848
11520,47104
11520,47360
11520,47616
11520,47872
11520,48128
11520,48384
11520,48640
11520,48896
11520,49152
11520,49408
11520,49664
11520,49920
11520,50176
11520,50432
11520,50688
11520,50944
11520,51200
11520,51456
11520,51712
11520,51968
11520,52224
11520,52480
11520,52736
11520,52992
11520,53248
11520,53504
11520,53760
11520,54016
11520,54272
11520,54528
11520,54784
11520,55040
11520,55296
11520,55552
11520,55808
11520,56064
11520,56320
11520,56576
11520,56832
11520,57088
11520,57344
11520,57600
11520,57856
11520,58112
11520,58368
11776,21504
11776,21760
11776,22016
11776,22272
11776,22528
11776,22784
11776,23040
11776,23296
11776,23552
11776,23808
11776,24064
11776,24320
11776,24576
11776,24832
11776,25088
11776,25344
11776,25600
11776,25856
11776,26112
11776,26368
11776,26624
11776,26880
11776,27136
11776,27392
11776,27648
11776,27904
11776,28160
11776,28416
11776,28672
11776,28928
11776,29184
11776,29440
11776,29696
11776,29952
11776,30208
11776,30464
11776,30720
11776,30976
11776,31232
11776,31488
11776,31744
11776,32000
11776,44800
11776,45056
11776,45312
11776,45568
11776,45824
11776,46080
11776,46336
11776,46592
11776,46848
11776,47104
11776,47360
11776,47616
11776,47872
11776,48128
11776,48384
11776,48640
11776,48896
11776,49152
11776,49408
11776,49664
11776,49920
11776,50176
11776,50432
11776,50688
11776,50944
11776,51200
11776,51456
11776,51712
11776,51968
11776,52224
11776,52480
11776,52736
11776,52992
11776,53248
11776,53504
11776,53760
11776,54016
11776,54272
11776,54528
11776,54784
11776,55040
11776,55296
11776,55552
11776,55808
11776,56064
11776,56320
11776,56576
11776,56832
11776,57088
11776,57344
11776,57600
11776,57856
11776,58112
12032,21248
12032,21504
12032,21760
12032,22016
12032,22272
12032,22528
12032,22784
12032,23040
12032,23296
12032,23552
12032,23808
12032,24064
12032,24320
12032,24576
12032,24832
12032,25088
12032,25344
12032,25600
12032,25856
12032,26112
12032,26368
12032,26624
12032,26880
12032,27136
12032,27392
12032,27648
12032,27904
12032,28160
12032,28416
12032,28672
12032,28928
12032,29184
12032,29440
12032,29696
12032,29952
12032,30208
12032,30464
12032,30720
12032,30976
12032,31232
12032,31488
12032,31744
12032,32000
12032,44800
12032,45056
12032,45312
12032,45568
12032,45824
12032,46080
12032,46336
12032,46592
12032,46848
12032,47104
12032,47360
12032,47616
12032,47872
12032,48128
12032,48384
12032,48640
12032,48896
12032,49152
12032,49408
12032,49664
12032,49920
12032,50176
12032,50432
12032,50688
12032,50944
12032,51200
12032,51456
12032,51712
12032,51968
12032,52224
12032,52480
12032,52736
12032,52992
12032,53248
12032,53504
12032,53760
12032,54016
12032,54272
12032,54528
12032,54784
12032,55040
12032,55296
12032,55552
12032,55808
12032,56064
12032,56320
12032,56576
12032,56832
12032,57088
12032,57344
12032,57600
12288,20992
12288,21248
12288,21504
12288,21760
12288,22016
12288,22272
12288,22528
12288,22784
12288,23040
12288,23296
12288,23552
12288,23808
12288,24064
12288,24320
12288,24576
12288,24832
12288,25088
12288,25344
12288,25600
12288,25856
12288,26112
12288,26368
12288,26624
12288,26880
12288,27136
12288,27392
12288,27648
12288,27904
12288,28160
12288,28416
12288,28672
12288,28928
12288,29184
12288,29440
12288,29696
12288,29952
12288,30208
12288,30464
12288,30720
12288,30976
12288,31232
12288,31488
12288,31744
12288,32000
12288,32256
12288,44544
12288,44800
12288,45056
12288,45312
12288,45568
12288,45824
12288,46080
12288,46336
12288,46592
12288,46848
12288,47104
12288,47360
12288,47616
12288,47872
12288,48128
12288,48384
12288,48640
12288,48896
12288,49152
12288,49408
12288,49664
12288,49920
12288,50176
12288,50432
12288,50688
12288,50944
12288,51200
12288,51456
12288,51712
12288,51968
12288,52224
12288,52480
12288,52736
12288,52992
12288,53248
12288,53504
12288,53760
12288,54016
12288,54272
12288,54528
12288,54784
12288,55040
12288,55296
12288,55552
12288,55808
12288,56064
12288,56320
12288,56576
12288,56832
12288,57088
12288,57344
12544,20736
12544,20992
12544,21248
12544,21504
12544,21760
12544,22016
12544,22272
12544,22528
12544,22784
12544,23040
12544,23296
12544,23552
12544,23808
12544,24064
12544,24320
12544,24576
12544,24832
12544,25088
12544,25344
12544,25600
12544,25856
12544,26112
12544,26368
12544,26624
12544,26880
12544,27136
12544,27392
12544,27648
12544,27904
12544,28160
12544,28416
12544,28672
12544,28928
12544,29184
12544,29440
12544,29696
12544,29952
12544,30208
12544,30464
12544,30720
12544,30976
12544,31232
12544,31488
12544,31744
12544,32000
12544,32256
12544,32512
12544,44544
12544,44800
12544,45056
12544,45312
12544,45568
12544,45824
12544,46080
12544,46336
12544,46592
12544,46848
12544,47104
12544,47360
12544,47616
12544,47872
12544,48128
12544,48384
12544,48640
12544,48896
12544,49152
12544,49408
12544,49664
12544,49920
12544,50176
12544,50432
12544,50688
12544,50944
12544,51200
12544,51456
12544,51712
12544,51968
12544,52224
12544,52480
12544,52736
12544,52992
12544,53248
12544,53504
12544,53760
12544,54016
12544,54272
12544,54528
12544,54784
12544,55040
12544,55296
12544,55552
12544,55808
12544,56064
12544,56832
12800,20224
12800,20480
12800,20736
12800,20992
12800,21248
12800,21504
12800,21760
12800,22016
12800,22272
12800,22528
12800,22784
12800,23040
12800,23296
12800,23552
12800,23808
12800,24064
12800,24320
12800,24576
12800,24832
12800,25088
12800,25344
12800,25600
12800,25856
12800,26112
12800,26368
12800,26624
12800,26880
12800,27136
12800,27392
12800,27648
12800,27904
12800,28160
12800,28416
12800,28672
12800,28928
12800,29184
12800,29440
12800,29696
12800,29952
12800,30208
12800,30464
12800,30720
12800,30976
12800,31232
12800,31488
12800,31744
12800,32000
12800,32256
12800,32512
12800,44544
12800,44800
12800,45056
12800,45312
12800,45568
12800,45824
12800,46080
12800,46336
12800,46592
12800,46848
12800,47104
12800,47360
12800,47616
12800,47872
12800,48128
12800,48384
12800,48640
12800,48896
12800,49152
12800,49408
12800,49664
12800,49920
12800,50176
12800,50432
12800,50688
12800,50944
12800,51200
12800,51456
12800,51712
12800,51968
12800,52224
12800,52480
12800,52736
12800,52992
12800,53248
12800,53504
12800,53760
12800,54016
12800,54272
12800,54528
12800,54784
12800,55040
12800,55296
13056,20224
13056,20480
13056,20736
13056,20992
13056,21248
13056,21504
13056,21760
13056,22016
13056,22272
13056,22528
13056,22784
13056,23040
13056,23296
13056,23552
13056,23808
13056,24064
13056,24320
13056,24576
13056,24832
13056,25088
13056,25344
13056,25600
13056,25856
13056,26112
13056,26368
13056,26624
13056,26880
13056,27136
13056,27392
13056,27648
13056,27904
13056,28160
13056,28416
13056,28672
13056,28928
13056,29184
13056,29440
13056,29696
13056,29952
13056,30208
13056,30464
13056,30720
13056,30976
13056,31232
13056,31488
13056,31744
13056,32000
13056,32256
13056,32512
13056,32768
13056,44544
13056,44800
13056,45056
13056,45312
13056,45568
13056,45824
13056,46080
13056,46336
13056,46592
13056,46848
13056,47104
13056,47360
13056,47616
13056,47872
13056,48128
13056,48384
13056,48640
13056,48896
13056,49152
13056,49408
13056,49664
13056,49920
13056,50176
13056,50432
13056,50688
13056,50944
13056,51200
13056,51456
13056,51712
13056,51968
13056,52224
13056,52480
13056,52736
13056,52992
13056,53248
13056,53504
13056,53760
13056,54016
13056,54272
13056,54528
13056,54784
13312,19712
13312,19968
13312,20224
13312,20480
13312,20736
13312,20992
13312,21248
13312,21504
13312,21760
13312,22016
13312,22272
13312,22528
13312,22784
13312,23040
13312,23296
13312,23552
13312,23808
13312,24064
13312,24320
13312,24576
13312,24832
13312,25088
13312,25344
13312,25600
13312,25856
13312,26112
13312,26368
13312,26624
13312,26880
13312,27136
13312,27392
13312,27648
13312,27904
13312,28160
13312,28416
13312,28672
13312,28928
13312,29184
13312,29440
13312,29696
13312,29952
13312,30208
13312,30464
13312,30720
13312,30976
13312,31232
13312,31488
13312,31744
13312,32000
13312,32256
13312,32512
13312,32768
13312,44544
13312,44800
13312,45056
13312,45312
13312,45568
13312,45824
13312,46080
13312,46336
13312,46592
13312,46848
13312,47104
13312,47360
13312,47616
13312,47872
13312,48128
13312,48384
13312,48640
13312,48896
13312,49152
13312,49408
13312,49664
13312,49920
13312,50176
13312,50432
13312,50688
13312,50944
13312,51200
13312,51456
13312,51712
13312,51968
13312,52224
13312,52480
13312,52736
13312,52992
13312,53248
13312,53504
13312,53760
13312,54016
13312,54272
13312,54528
13568,19712
13568,19968
13568,20224
13568,20480
13568,20736
13568,20992
13568,21248
13568,21504
13568,21760
13568,22016
13568,22272
13568,22528
13568,22784
13568,23040
13568,23296
13568,23552
13568,23808
13568,24064
13568,24320
13568,24576
13568,24832
13568,25088
13568,25344
13568,25600
13568,25856
13568,26112
13568,26368
13568,26624
13568,26880
13568,27136
13568,27392
13568,27648
13568,27904
13568,28160
13568,28416
13568,28672
13568,28928
13568,29184
13568,29440
13568,29696
13568,29952
13568,30208
13568,30464
13568,30720
13568,30976
13568,31232
13568,31488
13568,31744
13568,32000
13568,32256
13568,32512
13568,32768
13568,33024
13568,44544
13568,44800
13568,45056
13568,45312
13568,45568
13568,45824
13568,46080
13568,46336
13568,46592
13568,46848
13568,47104
13568,47360
13568,47616
13568,47872
13568,48128
13568,48384
13568,48640
13568,48896
13568,49152
13568,49408
13568,49664
13568,49920
13568,50176
13568,50432
13568,50688
13568,50944
13568,51200
13568,51456
13568,51712
13568,51968
13568,52224
13568,52480
13568,52736
13568,52992
13568,53248
13568,53504
13568,53760
13568,54016
13568,54272
13824,19968
13824,20224
13824,20480
13824,20736
13824,20992
13824,21248
13824,21504
13824,21760
13824,22016
13824,22272
13824,22528
13824,22784
13824,23040
13824,23296
13824,23552
13824,23808
13824,24064
13824,24320
13824,24576
13824,24832
13824,25088
13824,25344
13824,25600
13824,25856
13824,26112
13824,26368
13824,26624
13824,26880
13824,27136
13824,27392
13824,27648
13824,27904
13824,28160
13824,28416
13824,28672
13824,28928
13824,29184
13824,29440
13824,29696
13824,29952
13824,30208
13824,30464
13824,30720
13824,30976
13824,31232
13824,31488
13824,31744
13824,32000
13824,32256
13824,32512
13824,32768
13824,33024
13824,44544
13824,44800
13824,45056
13824,45312
13824,45568
13824,45824
13824,46080
13824,46336
13824,46592
13824,46848
13824,47104
13824,47360
13824,47616
13824,47872
13824,48128
13824,48384
13824,48640
13824,48896
13824,49152
13824,49408
13824,49664
13824,49920
13824,50176
13824,50432
13824,50688
13824,50944
13824,51200
13824,51456
13824,51712
13824,51968
13824,52224
13824,52480
13824,52736
13824,52992
13824,53248
13824,53504
13824,53760
13824,54016
14080,19968
14080,20224
14080,20480
14080,20736
14080,20992
14080,21248
14080,21504
14080,21760
14080,22016
14080,22272
14080,22528
14080,22784
14080,23040
14080,23296
14080,23552
14080,23808
14080,24064
14080,24320
14080,24576
14080,24832
14080,25088
14080,25344
14080,25600
14080,25856
14080,26112
14080,26368
14080,26624
14080,26880
14080,27136
14080,27392
14080,27648
14080,27904
14080,28160
14080,28416
14080,28672
14080,28928
14080,29184
